순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국,전국.1,전국.2,서울,서울.1,장르,등급,영화구분,OTT,Netflix
343.0,아이엠 티라노,,,주식회사 원더스튜디오,"주식회사 원더스튜디오,영화사빅",2024-03-01,개봉영화,장편,중국,229,"398,640,400","47,441","56,482,600","6,753",애니메이션,전체관람가,일반영화,"Netflix, wavve, Watcha, Netflix Standard with Ads, TVING",True
344.0,식스데이즈,황재석,(주)MBC,,"씨지브이 아이스콘,씨제이포디플렉스 주식회사",2025-08-13,개봉영화,장편,한국,117,"1,027,874,000","46,901","460,912,000","21,130",드라마,전체관람가,일반영화,"Watcha, TVING",False
349.0,스픽 노 이블,제임스 왓킨스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2024-09-11,개봉영화,장편,미국,552,"436,493,110","44,422","129,866,500","12,904",스릴러,15세이상관람가,일반영화,"Netflix, Netflix Standard with Ads",True
350.0,1980,강승용,"히스토리 디앤피,(주)디에이치미디어,굿픽처스",,"(주)제이앤씨미디어그룹,와이드 릴리즈(주)",2024-03-27,개봉영화,장편,한국,521,"390,918,575","43,967","112,853,655","12,431",드라마,12세이상관람가,일반영화,"wavve, Watcha",False
352.0,"극장판 엉덩이 탐정: 안녕, 나의 영원한 친구",,,에스엠지홀딩스 주식회사,(주)넥스트엔터테인먼트월드(NEW),2024-10-01,개봉영화,장편,일본,263,"364,213,500","43,270","92,420,900","10,803",애니메이션,전체관람가,일반영화,"Netflix, Netflix Standard with Ads",True
353.0,플라이 미 투 더 문,그랙 버랜티,,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2024-07-12,개봉영화,장편,미국,306,"400,041,810","43,014","194,211,535","20,501",멜로/로맨스,12세이상관람가,일반영화,Apple TV,False
354.0,헬로카봇 올스타 스페셜,"이슬기,김동준",(주)초이락컨텐츠컴퍼니,,와이드 릴리즈(주),2024-07-31,개봉영화,장편,한국,222,"350,906,100","42,965","37,461,500","4,506",애니메이션,전체관람가,일반영화,"Netflix, Watcha, Netflix Standard with Ads, TVING",True
355.0,백수아파트,이루다,"주식회사 빅펀치픽쳐스,(주)노바필름,(주)이오콘텐츠그룹",,메가박스중앙(주) 플러스엠 엔터테인먼트,2025-02-26,개봉영화,장편,한국,456,"372,938,960","42,951","107,415,360","11,168",미스터리,12세이상관람가,일반영화,"Netflix, Watcha, Netflix Standard with Ads, TVING",True
362.0,데드라인,권봉근,제이티비씨(주),,(주)영화특별시에스엠씨,2024-11-06,개봉영화,장편,한국,192,"290,095,500","41,198","84,575,800","13,442",드라마,12세이상관람가,일반영화,"Watcha, TVING",False
363.0,스노우 폭스2: 몬스터타운 구하기,,,(주)히스토리필름,(주)팝엔터테인먼트,2025-04-26,개봉영화,장편,미국,209,"332,399,000","41,161","45,840,800","5,961",애니메이션,전체관람가,일반영화,"Watcha, TVING",False
365.0,28년 후: 뼈의 사원,니아 다코스타,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2026-02-27,개봉영화,장편,미국,467,"436,763,640","40,987","163,197,390","14,684",공포(호러),청소년관람불가,일반영화,"Netflix, Netflix Standard with Ads",True
366.0,쫑알쫑알 똘똘이: 이상한 마을 대모험,이상호,(주)크레이지버드스튜디오,,(주)크레이지버드스튜디오,2025-04-30,개봉영화,장편,한국,213,"373,548,100","40,716","65,784,900","7,234",애니메이션,전체관람가,일반영화,"Watcha, TVING",False
367.0,괴수 8호: 미션 리컨,미야 시게유키,,(주)애니플러스,메가박스중앙(주),2025-05-07,개봉영화,장편,일본,465,"383,347,980","40,161","119,881,360","11,981",애니메이션,15세이상관람가,일반영화,"Watcha, Crunchyroll, TVING",False
370.0,키타로 탄생 게게게의 수수께끼,,,(주)엔케이컨텐츠,(주)디스테이션,2024-06-12,개봉영화,장편,일본,107,"423,164,500","39,416","194,657,300","17,801",애니메이션,15세이상관람가,일반영화,"Netflix, wavve, Watcha, Netflix Standard with Ads, TVING",True
373.0,극장판 똘똘이: 아기공룡의 비밀,최영진,(주)크레이지버드스튜디오,,(주)크레이지버드스튜디오,2025-11-07,개봉영화,장편,한국,240,"362,605,400","38,747","65,302,200","6,782",애니메이션,전체관람가,일반영화,"Watcha, TVING",False
374.0,킹 오브 프리즘 -유어 엔드리스 콜- 모두 빛나라! 프리즘 투어즈,히시다 마사카즈,,,동우에이앤이(주),2025-07-18,개봉영화,장편,일본,46,"365,038,260","38,728","250,575,520","26,664",애니메이션,전체관람가,일반영화,Watcha,False
376.0,씬,한동석,(주)도어이앤엠,,롯데컬처웍스(주)롯데엔터테인먼트,2024-04-03,개봉영화,장편,한국,409,"354,647,735","38,225","111,159,024","12,169",공포(호러),15세이상관람가,일반영화,"Netflix, Watcha, Netflix Standard with Ads, TVING",True
377.0,헤레틱,"스콧 벡,브라이언 우즈",,㈜스튜디오오르카,"(주)이놀미디어,롯데컬처웍스(주)롯데시네마",2025-04-02,개봉영화,장편,미국,152,"310,750,900","37,934","139,590,200","16,596",스릴러,15세이상관람가,일반영화,TVING,False
381.0,플레인,장-프랑소와 리셰,,(주)누리픽쳐스,(주)누리픽쳐스,2023-03-15,개봉영화,장편,미국,358,"345,665,658","37,691","115,547,220","12,650",액션,15세이상관람가,일반영화,"Watcha, TVING",False
385.0,"부정선거, 신의 작품인가",,,,루디아코프,2025-05-21,개봉영화,장편,한국,140,"334,215,920","37,008","110,077,250","12,731",다큐멘터리,12세이상관람가,일반영화,"Watcha, TVING",False
386.0,롱디,임재완,"트웰브져니(주),바젤레브스프로덕션",,(주)넥스트엔터테인먼트월드(NEW),2023-05-10,개봉영화,장편,한국,262,"302,830,500","35,916","104,903,000","12,516",멜로/로맨스,12세이상관람가,일반영화,"Netflix, Netflix Standard with Ads",True
389.0,구원자,신준,"주식회사 메이데이홀딩컴퍼니,주식회사 스튜디오플럼",,(주)마인드마크,2025-11-05,개봉영화,장편,한국,498,"299,546,310","33,874","88,562,850","9,869",미스터리,15세이상관람가,일반영화,"Netflix, Watcha, Netflix Standard with Ads, TVING",True
392.0,몬스터 하우스2: 인비져블 피닉스,데니스 체르노프,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2023-02-02,개봉영화,장편,러시아,357,"294,228,222","33,671","29,196,900","3,127",애니메이션,전체관람가,일반영화,"wavve, Watcha, TVING",False
394.0,고트: 더 레전드,,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2026-04-17,개봉영화,장편,미국,505,"293,042,080","33,377","58,445,450","6,304",애니메이션,전체관람가,일반영화,"Netflix, Netflix Standard with Ads",True
395.0,100 미터.,이와이사와 켄지,,(주)미디어캐슬,"롯데컬처웍스(주)롯데시네마,(주)미디어캐슬",2025-10-08,개봉영화,장편,일본,141,"290,841,000","33,308","116,895,100","13,336",애니메이션,전체관람가,일반영화,"Netflix, Netflix Standard with Ads",True
396.0,극장판 파워 디지몬 더 비기닝,타구치 토모히사,,에스엠지홀딩스 주식회사,에스엠지홀딩스 주식회사,2023-11-29,개봉영화,장편,일본,197,"322,378,200","33,280","103,421,700","10,861",애니메이션,12세이상관람가,일반영화,"Netflix, wavve, Watcha, Netflix Standard with Ads, TVING",True
398.0,엔드 오브 에반게리온,"안노 히데아키,츠루마키 카즈야",,미라지엔터테인먼트,"(주)삼백상회,(주)라이크콘텐츠",2024-01-17,개봉영화,장편,일본,130,"333,888,336","32,712","161,089,028","15,029",애니메이션,청소년관람불가,일반영화,"Netflix, Watcha, Netflix Standard with Ads, TVING",True
400.0,네가 떨어뜨린 푸른 하늘,사이토 유키,,(주)이놀미디어,"메가박스중앙(주),(주)이놀미디어,(주)바이포엠스튜디오",2023-02-08,개봉영화,장편,일본,449,"308,030,509","32,116","62,070,507","6,644",멜로/로맨스,12세이상관람가,일반영화,"wavve, TVING",False
401.0,731,조림산,,주식회사 콘텐츠존,"주식회사 콘텐츠존,(주)다자인소프트",2026-01-21,개봉영화,장편,중국,326,"297,593,100","32,102","77,850,830","8,472",드라마,15세이상관람가,일반영화,Netflix,True
402.0,빌리와 용감한 녀석들: 스노우 베어 구조대,"가브리엘 리바 팔라시오 알라트리스테,로돌포 리바 팔라시오 알라트리스테",,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2024-11-07,개봉영화,장편,멕시코,323,"239,603,940","32,067","22,264,500","3,011",애니메이션,전체관람가,일반영화,"wavve, Watcha, TVING",False
403.0,이매지너리,제프 와드로,,(주)올스타엔터테인먼트,"(주)올스타엔터테인먼트,(주)플레이그램",2024-08-28,개봉영화,장편,미국,218,"254,251,100","31,778","66,187,900","8,827",공포(호러),12세이상관람가,일반영화,"Watcha, TVING",False
405.0,비투비 타임 : 비투게더 더 무비,,,,(주)케이티알파,2023-11-15,개봉영화,장편,한국,32,"628,174,500","31,412","313,096,000","15,657",공연,전체관람가,일반영화,"wavve, Watcha, TVING",False
407.0,프리키 프라이데이 2,니샤 가나트라,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2025-08-27,개봉영화,장편,미국,416,"286,117,250","31,122","126,300,680","13,221",코미디,12세이상관람가,일반영화,Disney Plus,False
408.0,극장판 닌자보이 란타로: 도쿠타케 닌자대 최강의 군사,후지모리 마사야,,(주)시그널픽쳐스,(주)디스테이션,2025-05-14,개봉영화,장편,일본,136,"289,623,580","30,800","121,026,900","12,041",애니메이션,전체관람가,일반영화,"Netflix, Watcha, Netflix Standard with Ads, TVING",True
409.0,극장판 호빵맨: 세균맨과 그림책의 루룬,카와고에 준,,(주)초이락미디어,씨제이 씨지브이(CJ CGV)(주),2026-05-23,개봉영화,장편,일본,221,"251,618,350","30,336","46,370,350","5,597",애니메이션,전체관람가,일반영화,TVING,False
410.0,메리 마이 데드 바디,청웨이하오,,(주)리안컨텐츠,"주식회사 원더스튜디오,(주)리안컨텐츠",2023-05-17,개봉영화,장편,대만,103,"346,701,400","30,333","256,998,800","20,465",코미디,12세이상관람가,일반영화,"Netflix, Netflix Standard with Ads",True
411.0,신비아파트 특별편: 붉은 눈의 사신,,(주)씨제이이엔엠,,씨지브이 아이스콘,2024-08-14,개봉영화,장편,한국,93,"361,512,500","30,329","66,625,000","5,549",애니메이션,전체관람가,일반영화,"Netflix, Netflix Standard with Ads, TVING",True
412.0,테일러 스위프트 디 에라스 투어,,,,씨제이포디플렉스 주식회사,2023-11-03,개봉영화,장편,미국,51,"839,042,500","30,232","508,597,000","18,444",공연,전체관람가,일반영화,Disney Plus,False
416.0,중간계,강윤성,(주)포엔터테인먼트,,씨제이 씨지브이(CJ CGV)(주),2025-10-15,개봉영화,장편,한국,245,"178,620,100","28,355","72,762,800","11,218",액션,15세이상관람가,일반영화,"Netflix, Netflix Standard with Ads",True
418.0,슈퍼 엘프: 빨간모자 비밀요정,우테 폰 뮌쇼폴,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2025-01-15,개봉영화,장편,독일,171,"180,645,200","28,325","47,997,000","7,829",애니메이션,전체관람가,일반영화,"Watcha, TVING",False
420.0,나를 모르는 그녀의 세계에서,미키 타카히로,,주식회사 풍경소리,"와이드 릴리즈(주),(주)키다리스튜디오",2025-05-22,개봉영화,장편,일본,218,"252,789,600","27,888","84,421,500","9,498",멜로/로맨스,12세이상관람가,일반영화,TVING,False
421.0,여귀교- 저주를 부르는 게임,해악륭,,(주)퍼스트런,"메가박스중앙(주),주식회사 로아앤코홀딩스,(주)빌리언스플러스",2023-11-15,개봉영화,장편,대만,401,"252,570,027","27,703","59,900,796","6,604",공포(호러),15세이상관람가,일반영화,"Netflix, Netflix Standard with Ads",True
424.0,괴담만찬,"안상훈,윤은경,김용균,임대웅,채여준","(주)스튜디오투유,(주)아이뉴컴퍼니",,"TCO(주)더콘텐츠온,(주)블루라벨픽쳐스,(주)대교 미디어콘텐츠사업본부",2023-10-18,개봉영화,옴니버스,한국,162,"220,853,620","27,389","65,528,802","8,341",공포(호러),15세이상관람가,일반영화,"Netflix, Netflix Standard with Ads",True
426.0,이상한 집,이시카와 준이치,,(주)바이포엠스튜디오,(주)바이포엠스튜디오,2025-07-17,개봉영화,장편,일본,140,"247,223,500","27,007","67,425,800","7,723",스릴러,15세이상관람가,일반영화,"Netflix, Netflix Standard with Ads, TVING",True
427.0,미스터 로봇,이대희,"(주)이대희 애니메이션스튜디오,(주)302플래닛,㈜인디스토리",,(주)넥스트엔터테인먼트월드(NEW),2025-04-04,개봉영화,장편,한국,453,"215,817,900","26,408","68,731,400","8,340",애니메이션,12세이상관람가,일반영화,"Netflix, Watcha, Netflix Standard with Ads, TVING",True
429.0,사채소년,황동석,(주)26컴퍼니,,영화사빅,2023-11-22,개봉영화,장편,한국,211,"193,797,300","26,149","70,176,500","9,015",액션,15세이상관람가,일반영화,"Netflix, wavve, Watcha, Netflix Standard with Ads, TVING",True
431.0,돌핀보이,,,,와이드 릴리즈(주),2023-01-25,개봉영화,장편,독일,177,"226,353,600","25,387","43,131,700","4,526",애니메이션,전체관람가,일반영화,"Netflix, wavve, Watcha, Netflix Standard with Ads, TVING",True
432.0,엔시티 네이션 : 투 더 월드 인 시네마,오윤동,씨제이포디플렉스 주식회사,,씨제이포디플렉스 주식회사,2023-12-06,개봉영화,장편,한국,87,"555,399,000","25,140","256,783,500","11,525",공연,전체관람가,일반영화,"Watcha, TVING",False
433.0,프로텍터,애드리언 그런버그,(주)아낙시온,,"(주)아센디오,(주)로드쇼플러스,(주)영화특별시에스엠씨",2026-03-25,개봉영화,장편,한국,413,"209,139,810","25,085","67,236,400","7,912",액션,15세이상관람가,일반영화,"Watcha, TVING",False
434.0,스트레이 키즈 : 더 도미네이트 익스피리언스,,,,씨제이포디플렉스 주식회사,2026-02-04,개봉영화,장편,미국,103,"640,848,000","25,022","366,298,000","14,270",공연,전체관람가,일반영화,Disney Plus,False
435.0,백설공주와 일곱난쟁이,,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2025-04-10,개봉영화,장편,미국,334,"211,873,220","24,954","37,812,700","4,334",애니메이션,전체관람가,일반영화,TVING,False
436.0,플로라 앤 썬,존 카니,,,씨제이 씨지브이(CJ CGV)(주),2023-09-22,개봉영화,장편,미국,120,"182,027,800","24,613","83,917,700","11,068",드라마,15세이상관람가,일반영화,Apple TV,False
438.0,천룡팔부: 교봉전,견자단,,초코필름,(주)팝엔터테인먼트,2023-01-25,개봉영화,장편,홍콩,300,"211,184,266","24,394","84,684,240","10,115",액션,15세이상관람가,일반영화,"Netflix, wavve, Watcha, Netflix Standard with Ads, TVING",True
442.0,엄마를 버리러 갑니다,모홍진,모티브픽쳐스(주),,(주)싸이더스,2025-11-05,개봉영화,장편,한국,158,"211,130,600","23,666","48,556,100","6,010",드라마,12세이상관람가,일반영화,TVING,False
443.0,영화 코바야시네 메이드래곤 외로움쟁이 용,이시하라 타츠야,,(주)애니플러스,(주)애니플러스,2025-07-10,개봉영화,장편,일본,156,"223,856,000","23,479","100,226,500","10,441",애니메이션,12세이상관람가,일반영화,"Netflix, Netflix Standard with Ads",True
444.0,극장판 뽀로로와 친구들: 바이러스를 없애줘!,박영균,(주)오콘,,(주)넥스트엔터테인먼트월드(NEW),2022-12-01,개봉영화,장편,한국,380,"211,318,100","23,359","38,896,400","4,195",애니메이션,전체관람가,일반영화,"Netflix, Watcha, Netflix Standard with Ads, TVING",True
445.0,눈의 여왕5: 스노우 프린세스와 미러랜드의 비밀,알렉세이 트시칠린,,(주)퍼스트런,메가박스중앙(주),2022-12-22,개봉영화,장편,기타,626,"207,161,172","23,331","28,932,293","3,078",애니메이션,전체관람가,일반영화,Watcha,False
446.0,무명,청어,,(주)콘텐츠판다,(주)콘텐츠판다,2023-04-26,개봉영화,장편,중국,201,"203,825,737","22,443","115,847,270","12,029",스릴러,15세이상관람가,일반영화,"Netflix, Watcha, Netflix Standard with Ads",True
448.0,정글비트 2,샘 윌슨,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2026-01-29,개봉영화,장편,영국,309,"173,461,020","22,308","27,516,800","3,345",애니메이션,전체관람가,일반영화,TVING,False
451.0,기동전사 건담 역습의 샤아,토미노 요시유키,,(주)에스피오 엔터테인먼트코리아,(주)미디어캐슬,2025-05-07,개봉영화,장편,일본,138,"213,334,900","22,173","98,727,300","10,202",애니메이션,12세이상관람가,일반영화,Crunchyroll,False
452.0,스트리머,장형모,"하이컨셉픽쳐스(주),(주)파이브데이",,"TCO(주)더콘텐츠온,(주)블루라벨픽쳐스",2023-05-10,개봉영화,장편,한국,181,"198,703,100","22,111","51,737,600","5,599",공포(호러),15세이상관람가,일반영화,"Netflix, wavve, Watcha, Netflix Standard with Ads, TVING",True
453.0,너는 내 아들,,,주식회사 블루필름웍스,"주식회사 블루필름웍스,(주)버킷스튜디오",2023-06-28,개봉영화,장편,미국,117,"192,632,908","21,989","43,748,118","4,813",드라마,12세이상관람가,일반영화,wavve,False
455.0,DMZ 동물 특공대,홍인표,자루 스튜디오,,(주)박수엔터테인먼트,2024-02-14,개봉영화,장편,한국,201,"161,867,520","21,830","32,401,000","4,501",애니메이션,전체관람가,일반영화,"Watcha, TVING",False
456.0,카구야 님은 고백받고 싶어 -첫 키스는 끝나지 않아-,하타케야마 마모루,,주식회사 애니맥스브로드캐스팅코리아,(주)디스테이션,2023-04-06,개봉영화,장편,일본,107,"240,958,900","21,564","79,460,300","7,026",애니메이션,12세이상관람가,일반영화,"Watcha, TVING",False
459.0,그리고 목련이 필때면,,주식회사 흥픽쳐스,,(주)다자인소프트,2024-08-15,개봉영화,장편,한국,98,"184,197,900","21,062","61,516,000","6,967",다큐멘터리,12세이상관람가,일반영화,wavve,False
460.0,드림쏭2,마크 밸도,,주식회사 원더스튜디오,주식회사 원더스튜디오,2023-10-03,개봉영화,장편,미국,389,"181,644,014","21,025","22,719,228","2,385",애니메이션,전체관람가,일반영화,"wavve, Watcha, TVING",False
461.0,워킹맨,데이비드 에이어,,"(주)스튜디오디에이치엘,(주)키노라이츠","메가박스중앙(주),(주)스튜디오디에이치엘",2025-10-01,개봉영화,장편,미국,173,"161,947,100","20,986","50,828,590","6,553",액션,청소년관람불가,일반영화,"Watcha, TVING",False
462.0,태양의 노래,조영준,(주)케이무비스튜디오,,(주)바이포엠스튜디오,2025-06-11,개봉영화,장편,한국,453,"183,826,100","20,973","81,556,900","8,837",드라마,12세이상관람가,일반영화,"Netflix, Netflix Standard with Ads, TVING",True
463.0,빈틈없는 사이,이우철,(주)갤리온엔터테인먼트,,"(주)갤리온엔터테인먼트,영화로운 형제",2023-07-05,개봉영화,장편,한국,291,"191,595,710","20,926","76,774,055","8,073",멜로/로맨스,15세이상관람가,일반영화,"Netflix, wavve, Watcha, Netflix Standard with Ads, TVING",True
464.0,극장판 실바니안 패밀리: 프레야의 선물,코나카 카즈야,,미라지엔터테인먼트,(주)라이크콘텐츠,2024-05-01,개봉영화,장편,일본,197,"166,577,210","20,828","46,637,990","5,714",애니메이션,전체관람가,일반영화,"Netflix, wavve, Netflix Standard with Ads",True
466.0,스노우 퍼핀즈,,,에이케이엔터테인먼트(주),(주)팝엔터테인먼트,2024-02-15,개봉영화,장편,스페인,315,"172,177,063","20,768","32,264,595","3,816",애니메이션,전체관람가,일반영화,"Watcha, TVING",False
467.0,빼꼼: 미션 투 마스,,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2024-06-01,개봉영화,장편,중국,160,"152,529,750","20,620","31,364,450","4,593",애니메이션,전체관람가,일반영화,"Netflix, wavve, Watcha, Netflix Standard with Ads",True
468.0,스노우 폭스 : 마법의 돌을 찾아서,,,(주)히스토리필름,와이드 릴리즈(주),2026-01-10,개봉영화,장편,미국,180,"135,877,700","20,481","19,287,300","3,064",애니메이션,전체관람가,일반영화,"Watcha, TVING",False
469.0,세븐틴 [라잇 히어] 월드 투어 인 시네마,오윤동,"씨제이포디플렉스 주식회사,스크린엑스 스튜디오,(주)하이브",,씨제이포디플렉스 주식회사,2025-04-02,개봉영화,장편,한국,96,"545,169,500","20,340","287,334,500","10,746",공연,전체관람가,일반영화,Disney Plus,False
471.0,극장판 총집편 걸즈 밴드 크라이 청춘광주곡,사카이 카즈오,,(주)애니플러스,(주)애니플러스,2026-01-28,개봉영화,장편,일본,130,"198,801,900","20,191","90,123,970","8,607",애니메이션,12세이상관람가,일반영화,"Watcha, TVING",False
