순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국,전국,전국,서울,서울,장르,등급,영화구분
,,,,,,,,,,스크린수,매출액,관객수,매출액,관객수,,,
304,신극장판 은혼: 요시와라 대염상,,,에스엠지홀딩스 주식회사,(주)넥스트엔터테인먼트월드(NEW),2026-05-20,개봉영화,장편,일본,440,"733,549,400","65,027","256,301,810","21,920",애니메이션,15세이상관람가,일반영화
305,우마무스메 프리티 더비 새로운 시대의 문,,,(주)애니플러스,(주)애니플러스,2024-07-11,개봉영화,장편,일본,136,"684,501,192","64,725","312,368,674","27,910",애니메이션,전체관람가,일반영화
306,브링 허 백,"대니 필리푸,마이클 필리푸",,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2025-06-06,개봉영화,장편,미국,246,"537,796,000","64,268","206,137,300","24,557",공포(호러),청소년관람불가,일반영화
307,머티리얼리스트,셀린 송,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2025-08-08,개봉영화,장편,미국,172,"590,015,500","63,628","355,140,060","36,421",멜로/로맨스,12세이상관람가,일반영화
308,고고다이노 극장판: 게코도마뱀의 꿈,이원재,(주)모꼬지,,(주)모꼬지,2025-07-30,개봉영화,장편,한국,209,"584,539,200","63,611","106,467,600","11,356",애니메이션,전체관람가,일반영화
309,익스펜더블 4,스캇 워프,,(주)올스타엔터테인먼트,"(주)올스타엔터테인먼트,(주)플레이그램",2023-10-18,개봉영화,장편,미국,634,"604,243,589","63,178","172,746,189","17,987",액션,청소년관람불가,일반영화
310,메소드연기,이기혁,(주)런업컴퍼니,,(주)바이포엠스튜디오,2026-03-18,개봉영화,장편,한국,519,"578,966,130","62,639","199,464,920","19,197",드라마,12세이상관람가,일반영화
311,시크릿쥬쥬 마법의 하모니,조경호,,,(주)씨제이이엔엠,2025-05-01,개봉영화,장편,한국,575,"557,216,160","62,103","81,835,400","8,525",애니메이션,전체관람가,일반영화
312,폭풍의 언덕,에머랄드 펜넬,,워너브러더스 코리아(주),워너브러더스 코리아(주),2026-02-11,개봉영화,장편,미국,428,"613,844,210","61,729","296,585,590","28,838",드라마,15세이상관람가,일반영화
313,레드 원,제이크 캐스단,,워너브러더스 코리아(주),워너브러더스 코리아(주),2024-11-06,개봉영화,장편,미국,598,"594,041,280","60,575","173,879,900","16,513",액션,12세이상관람가,일반영화
314,이상한 과자 가게 전천당,박봉섭,(주)빅오션이엔엠,,메가박스중앙(주) 플러스엠 엔터테인먼트,2026-05-29,개봉영화,장편,한국,531,"565,167,800","60,421","86,955,120","8,880",판타지,전체관람가,일반영화
315,컴플리트 언노운,제임스 맨골드,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2025-02-26,개봉영화,장편,미국,455,"582,414,630","60,363","281,550,270","28,258",드라마,12세이상관람가,일반영화
316,니코: 오로라 원정대의 모험,"캐리 주스넌,요르겐 레르담",,(주)블루라벨픽쳐스,"TCO(주)더콘텐츠온,메가박스중앙(주)",2024-12-25,개봉영화,장편,독일,393,"519,563,600","59,800","143,201,860","15,374",애니메이션,전체관람가,일반영화
317,노바디2,티모 타잔토,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2025-08-27,개봉영화,장편,미국,335,"532,150,200","59,534","150,223,200","16,308",액션,청소년관람불가,일반영화
318,꼬마마법사 주니토니,서동해,,,"씨제이 씨지브이(CJ CGV)(주),와이드 릴리즈(주)",2025-07-26,개봉영화,장편,한국,170,"511,399,400","58,709","94,374,000","11,248",애니메이션,전체관람가,일반영화
319,귀신경찰,김영준,HJ필름,,"(주)제이앤씨미디어그룹,와이드 릴리즈(주)",2025-01-24,개봉영화,장편,한국,378,"506,365,800","58,631","105,543,400","12,452",코미디,12세이상관람가,일반영화
320,극장판 엉덩이 탐정: 스타 앤드 문,,,에스엠지홀딩스 주식회사,씨제이 씨지브이(CJ CGV)(주),2026-02-07,개봉영화,장편,일본,254,"458,730,300","57,067","76,437,300","9,522",애니메이션,전체관람가,일반영화
321,나혼자 프린스,김성훈,"(주)제리굿컴퍼니,(주)영화사 이창,(주)웨스트월드",,"씨제이 씨지브이(CJ CGV)(주),(주)제리굿컴퍼니,씨지브이 픽처스",2025-11-19,개봉영화,장편,한국,536,"509,506,310","56,198","128,683,000","13,962",코미디,12세이상관람가,일반영화
322,스마일 2,파커 핀,,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,2024-10-16,개봉영화,장편,미국,549,"550,694,670","56,072","183,676,500","18,687",공포(호러),청소년관람불가,일반영화
323,바람 따라 만나리 : 김호중의 계절,오윤동,씨제이포디플렉스 주식회사,,"씨제이포디플렉스 주식회사,씨지브이 아이스콘",2023-10-18,개봉영화,장편,한국,78,"1,259,322,000","56,054","473,464,500","21,070",공연,전체관람가,일반영화
324,영화 이상한 과자 가게 전천당,나카타 히데오,,에스엠지홀딩스 주식회사,(주)넥스트엔터테인먼트월드(NEW),2025-02-19,개봉영화,장편,일본,246,"472,242,300","55,862","81,106,100","9,850",판타지,전체관람가,일반영화
325,라일 라일 크로커다일,"조쉬 고든,윌 스펙",,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2023-01-18,개봉영화,장편,미국,384,"502,081,439","54,192","152,228,524","17,785",가족,전체관람가,일반영화
326,렌필드,크리스 맥케이,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2023-04-19,개봉영화,장편,미국,577,"488,403,949","53,358","222,529,600","24,442",코미디,청소년관람불가,일반영화
327,사운드 오브 프리덤,알레한드로 고메즈 몬테베르드,,(주)콘텐츠판다,(주)넥스트엔터테인먼트월드(NEW),2024-02-21,개봉영화,장편,미국,248,"578,652,700","53,312","177,090,400","17,257",범죄,15세이상관람가,일반영화
328,라스트 마일,츠카하라 아유코,,(주)블루라벨픽쳐스,(주)플레이그램,2025-03-26,개봉영화,장편,일본,166,"444,015,120","53,013","193,776,100","21,777",스릴러,12세이상관람가,일반영화
329,점보,,,(주)바른손이앤에이,(주)바이포엠스튜디오,2026-02-18,개봉영화,장편,인도네시아,371,"463,104,540","52,582","83,981,100","9,392",애니메이션,전체관람가,일반영화
330,첫 번째 키스,츠카하라 아유코,,(주)미디어캐슬,메가박스중앙(주),2025-02-26,개봉영화,장편,일본,184,"416,874,160","52,472","160,161,800","19,316",드라마,12세이상관람가,일반영화
331,기동전사 건담 시드 프리덤,후쿠다 미츠오,,(주)케이티알파,워터홀컴퍼니(주),2024-04-03,개봉영화,장편,일본,418,"555,481,523","52,443","206,238,861","19,038",애니메이션,12세이상관람가,일반영화
332,이찬원 콘서트 찬가: 디어 마이 찬스,"오정민,반연진",,,씨지브이 아이스콘,2025-02-26,개봉영화,장편,한국,82,"1,283,263,500","51,570","401,274,500","16,281",공연,전체관람가,일반영화
333,바다 탐험대 옥토넛 어보브 앤 비욘드 : 극지방 대작전,,,"(주)얼리버드픽쳐스,와이드 릴리즈(주)",와이드 릴리즈(주),2025-01-27,개봉영화,장편,영국,208,"461,681,700","51,032","88,120,300","9,310",애니메이션,전체관람가,일반영화
334,고스트버스터즈: 오싹한 뉴욕,길 키넌,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2024-04-17,개봉영화,장편,미국,671,"466,751,403","50,879","140,217,742","14,814",액션,12세이상관람가,일반영화
335,더 커버넌트,가이 리치,,,"(주)제이앤씨미디어그룹,와이드 릴리즈(주)",2024-09-27,개봉영화,장편,미국,230,"456,555,950","50,651","174,956,170","19,115",전쟁,15세이상관람가,일반영화
336,극장총집편 봇치 더 록! 후편,사이토 케이이치로,,대원미디어(주),씨제이 씨지브이(CJ CGV)(주),2024-09-25,개봉영화,장편,일본,183,"507,254,400","50,248","164,293,600","16,005",애니메이션,전체관람가,일반영화
337,임영웅 [아임 히어로 2] 청음회,,(주)씨제이이엔엠,,씨지브이 아이스콘,2025-08-28,개봉영화,장편,한국,57,"200,272,000","50,068","42,848,000","10,712",기타,전체관람가,일반영화
338,룸 넥스트 도어,페드로 알모도바르,,워너브러더스 코리아(주),워너브러더스 코리아(주),2024-10-23,개봉영화,장편,미국,151,"454,254,150","49,312","319,303,080","33,759",드라마,15세이상관람가,일반영화
339,엘리자벳: 더 뮤지컬 라이브,박재석,(주)위즈온센,,"(주)위즈온센,메가박스중앙(주)",2024-10-16,개봉영화,장편,한국,129,"1,205,556,400","49,275","516,075,800","21,177",공연,12세이상관람가,일반영화
340,엘리: 몬스터 패밀리,"피엣 드 라이커,예스퍼 묄러",,(주)올스타엔터테인먼트,"(주)올스타엔터테인먼트,(주)플레이그램",2025-02-14,개봉영화,장편,독일,345,"410,995,440","49,130","60,666,020","6,868",애니메이션,전체관람가,일반영화
341,너의 색,야마다 나오코,,대원미디어(주),씨제이 씨지브이(CJ CGV)(주),2024-10-12,개봉영화,장편,일본,269,"425,313,200","48,691","137,580,100","15,955",애니메이션,전체관람가,일반영화
342,극장판 아이돌리쉬 세븐; 라이브 4비트 비욘드 더 피리어드 - 데이 2,니시키오리 히로시,,메가박스중앙(주),메가박스중앙(주),2023-10-19,개봉영화,장편,일본,78,"430,364,185","48,371","305,706,522","33,837",애니메이션,전체관람가,일반영화
343,아이엠 티라노,,,주식회사 원더스튜디오,"주식회사 원더스튜디오,영화사빅",2024-03-01,개봉영화,장편,중국,229,"398,640,400","47,441","56,482,600","6,753",애니메이션,전체관람가,일반영화
344,식스데이즈,황재석,(주)MBC,,"씨지브이 아이스콘,씨제이포디플렉스 주식회사",2025-08-13,개봉영화,장편,한국,117,"1,027,874,000","46,901","460,912,000","21,130",드라마,전체관람가,일반영화
345,4분 44초,박종균,(주)영화사 궁,,롯데컬처웍스(주)롯데엔터테인먼트,2024-11-01,개봉영화,장편,한국,213,"187,016,200","46,761","49,435,100","12,359",공포(호러),12세이상관람가,일반영화
346,스파이 코드명 포춘,가이 리치,,(주)제이앤씨미디어그룹,"(주)레드아이스 엔터테인먼트,(주)제이앤씨미디어그룹",2023-08-30,개봉영화,장편,미국,477,"433,115,701","46,569","136,642,898","14,596",액션,15세이상관람가,일반영화
347,기동전사 건담: 섬광의 하사웨이 키르케의 마녀,무라세 슈코,,(주)에스피오 엔터테인먼트코리아,(주)미디어캐슬,2026-04-22,개봉영화,장편,일본,90,"562,787,700","46,506","249,881,550","19,852",애니메이션,15세이상관람가,일반영화
348,랜드 오브 배드,윌리엄 유뱅크,,(주)퍼스트런,메가박스중앙(주),2024-03-13,개봉영화,장편,미국,394,"382,151,629","44,642","121,870,485","14,312",액션,15세이상관람가,일반영화
349,스픽 노 이블,제임스 왓킨스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2024-09-11,개봉영화,장편,미국,552,"436,493,110","44,422","129,866,500","12,904",스릴러,15세이상관람가,일반영화
350,1980,강승용,"히스토리 디앤피,(주)디에이치미디어,굿픽처스",,"(주)제이앤씨미디어그룹,와이드 릴리즈(주)",2024-03-27,개봉영화,장편,한국,521,"390,918,575","43,967","112,853,655","12,431",드라마,12세이상관람가,일반영화
351,더 와일드: 야수들의 전쟁,김봉한,"(주)아센디오,(주)제이앤씨미디어그룹",,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹,(주)아센디오",2023-11-15,개봉영화,장편,한국,239,"375,383,300","43,300","73,190,600","8,985",액션,청소년관람불가,일반영화
352,"극장판 엉덩이 탐정: 안녕, 나의 영원한 친구",,,에스엠지홀딩스 주식회사,(주)넥스트엔터테인먼트월드(NEW),2024-10-01,개봉영화,장편,일본,263,"364,213,500","43,270","92,420,900","10,803",애니메이션,전체관람가,일반영화
353,플라이 미 투 더 문,그랙 버랜티,,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2024-07-12,개봉영화,장편,미국,306,"400,041,810","43,014","194,211,535","20,501",멜로/로맨스,12세이상관람가,일반영화
354,헬로카봇 올스타 스페셜,"이슬기,김동준",(주)초이락컨텐츠컴퍼니,,와이드 릴리즈(주),2024-07-31,개봉영화,장편,한국,222,"350,906,100","42,965","37,461,500","4,506",애니메이션,전체관람가,일반영화
355,백수아파트,이루다,"주식회사 빅펀치픽쳐스,(주)노바필름,(주)이오콘텐츠그룹",,메가박스중앙(주) 플러스엠 엔터테인먼트,2025-02-26,개봉영화,장편,한국,456,"372,938,960","42,951","107,415,360","11,168",미스터리,12세이상관람가,일반영화
356,브리짓 존스의 일기: 뉴 챕터,마이클 모리스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2025-04-16,개봉영화,장편,영국,495,"389,235,120","42,506","152,837,360","16,410",코미디,15세이상관람가,일반영화
357,"2022 영탁 단독 콘서트 ""탁쇼""",송승연,씨제이 씨지브이(CJ CGV)(주),,씨제이 씨지브이(CJ CGV)(주),2023-06-28,개봉영화,장편,한국,72,"1,017,054,000","42,384","313,654,500","13,070",공연,전체관람가,일반영화
358,2023 영탁 단독 콘서트 : 탁쇼2,,씨제이 씨지브이(CJ CGV)(주),,씨제이 씨지브이(CJ CGV)(주),2024-07-18,개봉영화,장편,한국,91,"1,050,613,000","42,033","380,340,500","15,215",공연,전체관람가,일반영화
359,정국: 아이 엠 스틸,박준수,(주)하이브,,씨지브이 아이스콘,2024-09-18,개봉영화,장편,한국,97,"1,048,561,500","41,965","562,433,000","22,518",공연,전체관람가,일반영화
360,고고다이노 극장판: 곤충세계 대모험,이선명,(주)모꼬지,,"(주)모꼬지,롯데컬처웍스(주)롯데시네마",2026-01-14,개봉영화,장편,한국,255,"374,416,800","41,961","81,741,400","8,187",애니메이션,전체관람가,일반영화
361,바다 탐험대 옥토넛 어보브 앤 비욘드 : 바다가 위험해,,,"(주)얼리버드픽쳐스,와이드 릴리즈(주)",와이드 릴리즈(주),2024-08-14,개봉영화,장편,영국,236,"368,087,400","41,879","72,262,400","7,662",애니메이션,전체관람가,일반영화
